scorer,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000,DLC_resnet50_bee_walkingJun4shuffle1_311000
bodyparts,left antennae,left antennae,left antennae,right antennae,right antennae,right antennae,Base of antennae,Base of antennae,Base of antennae,left wing hinge,left wing hinge,left wing hinge,right wing hinge,right wing hinge,right wing hinge,sting,sting,sting,Petiole,Petiole,Petiole
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
232,161.91709899902344,36.94920349121094,1.0,183.63031005859375,87.60269165039062,1.0,150.0469970703125,74.77213287353516,1.0,113.11939239501953,66.55941009521484,0.9999797940254211,129.51840209960938,108.93082427978516,0.9999985694885254,26.404020309448242,139.2899169921875,0.9999997615814209,94.24555969238281,103.99363708496094,1.0
233,164.880126953125,36.51059341430664,1.0,183.12344360351562,94.053466796875,1.0,149.65396118164062,76.83277893066406,1.0,113.95880126953125,67.12702941894531,0.9999464750289917,130.255126953125,109.90888977050781,0.9999953508377075,24.866798400878906,140.4964599609375,0.9999997019767761,93.37818145751953,104.61187744140625,0.9999998807907104
234,168.9032745361328,36.365631103515625,0.9999998807907104,182.7518310546875,100.70338439941406,1.0,149.7193603515625,76.83594512939453,1.0,114.1174087524414,67.23503112792969,0.9999204874038696,130.1082763671875,110.31103515625,0.9999918937683105,25.947113037109375,137.81980895996094,0.9999997615814209,93.61831665039062,104.23114776611328,0.9999998807907104
235,174.05882263183594,47.0750732421875,1.0,179.42178344726562,104.15896606445312,1.0,151.2159881591797,80.52997589111328,1.0,118.41876983642578,67.4502182006836,0.9998434782028198,129.72669982910156,111.85758209228516,0.999994158744812,21.398853302001953,136.80996704101562,0.9999967813491821,93.36223602294922,103.22904205322266,0.9999999403953552
236,171.96315002441406,46.41143798828125,1.0,179.48094177246094,104.01005554199219,1.0,151.62274169921875,80.43313598632812,0.9999998807907104,117.56497192382812,68.29930114746094,0.9998161792755127,130.17514038085938,112.02906036376953,0.9999959468841553,24.7612247467041,137.0081024169922,0.9999991059303284,94.02400207519531,103.47956085205078,1.0
237,170.8134002685547,44.62871170043945,0.9999998807907104,181.29515075683594,105.50496673583984,1.0,150.51611328125,81.21810913085938,1.0,117.1943130493164,69.42948150634766,0.999711275100708,129.27447509765625,113.00924682617188,0.9999970197677612,23.417190551757812,137.58018493652344,0.9999966621398926,92.77533721923828,104.64186096191406,1.0
238,172.46670532226562,42.8727912902832,0.9999998807907104,184.2860870361328,100.84712219238281,1.0,150.69046020507812,80.71920776367188,0.9999999403953552,116.48495483398438,69.454345703125,0.9998398423194885,129.73934936523438,112.45812225341797,0.9999973773956299,24.15929412841797,137.99005126953125,0.9999978542327881,93.40208435058594,104.78526306152344,0.9999999403953552
239,166.86712646484375,39.86665344238281,1.0,183.9071044921875,95.54650115966797,1.0,151.23963928222656,77.5970230102539,1.0,114.909423828125,68.4791488647461,0.9999364614486694,129.8783416748047,110.68390655517578,0.9999963045120239,26.452226638793945,136.47019958496094,0.9999995231628418,95.27342224121094,103.11927795410156,1.0
240,155.08596801757812,31.29726219177246,0.9999998807907104,181.92364501953125,77.89410400390625,0.9999999403953552,148.538330078125,71.79669189453125,1.0,110.59806060791016,66.98014831542969,0.9999474287033081,130.26927185058594,107.82554626464844,0.9999996423721313,23.94443130493164,139.29676818847656,0.9999972581863403,93.58877563476562,104.37293243408203,1.0
241,153.5257568359375,30.049488067626953,1.0,182.169677734375,74.70652770996094,1.0,147.57310485839844,71.11991119384766,1.0,109.68560028076172,67.00653839111328,0.9999797344207764,129.649658203125,107.54972076416016,0.9999992847442627,25.76298713684082,139.81362915039062,0.9999994039535522,93.55229187011719,104.17141723632812,0.9999998807907104
242,152.4473876953125,29.3226261138916,0.9999998211860657,185.547119140625,77.61293029785156,1.0,147.48426818847656,71.13175964355469,1.0,109.81346893310547,66.83248901367188,0.9999464750289917,129.89642333984375,107.69807434082031,0.9999990463256836,25.109071731567383,139.4906005859375,0.9999992251396179,93.39811706542969,104.2645492553711,1.0
243,152.99205017089844,29.567359924316406,0.9999995827674866,189.64443969726562,77.97306060791016,0.9999998807907104,147.89759826660156,71.05046081542969,0.9999998807907104,109.52510070800781,66.27696228027344,0.9999752044677734,130.3366241455078,107.60472106933594,0.9999992847442627,24.225866317749023,138.81666564941406,0.9999984502792358,93.71253204345703,104.00592803955078,0.9999999403953552
244,150.2601318359375,29.80950927734375,0.9999998211860657,189.71888732910156,74.24828338623047,0.9999997615814209,147.40138244628906,70.65711212158203,0.9999998807907104,109.54586029052734,65.93141174316406,0.9999797344207764,130.61585998535156,106.51993560791016,0.9999994039535522,25.10446548461914,137.6656951904297,0.9999992847442627,93.732177734375,103.174560546875,1.0
245,146.63978576660156,28.594635009765625,1.0,184.69166564941406,69.41693115234375,1.0,147.11570739746094,70.37271881103516,0.9999998807907104,108.45384216308594,66.56668090820312,0.9999854564666748,130.16770935058594,107.1278076171875,0.9999994039535522,24.18231201171875,139.96371459960938,0.9999984502792358,93.23876190185547,104.35436248779297,0.9999999403953552
246,144.69943237304688,26.647676467895508,1.0,183.94723510742188,66.93891143798828,1.0,147.36038208007812,69.23812866210938,0.9999998807907104,108.46334075927734,66.37384796142578,0.9999827146530151,130.5664520263672,106.47514343261719,0.9999994039535522,25.844459533691406,138.83860778808594,0.9999995231628418,93.50089263916016,104.00142669677734,0.9999999403953552
247,145.18942260742188,26.65138053894043,1.0,181.74217224121094,69.66283416748047,1.0,147.28448486328125,69.126220703125,1.0,108.28643035888672,66.51407623291016,0.9999963641166687,130.10499572753906,106.49994659423828,0.9999992847442627,25.390653610229492,140.51400756835938,0.9999996423721313,93.25736999511719,104.33900451660156,0.9999999403953552
248,142.69003295898438,30.15531349182129,1.0,182.58807373046875,70.11719512939453,1.0,147.02096557617188,69.45372009277344,1.0,108.44141387939453,66.88594055175781,0.9999898672103882,130.332763671875,107.28401184082031,0.9999992847442627,26.08552360534668,139.9949493408203,0.9999997615814209,93.09835815429688,105.03721618652344,0.9999999403953552
249,147.59671020507812,30.91988182067871,0.9999998807907104,182.1039581298828,79.0175552368164,1.0,146.971435546875,70.9292221069336,1.0,108.53150177001953,66.85560607910156,0.99997878074646,130.10292053222656,107.67293548583984,0.9999993443489075,24.7666072845459,140.82284545898438,0.9999992847442627,93.12073516845703,104.83905792236328,1.0
250,152.41627502441406,30.14885902404785,1.0,183.0750274658203,82.59098052978516,1.0,147.82835388183594,71.22571563720703,1.0,109.18829345703125,66.7584457397461,0.9999887943267822,128.77330017089844,107.28006744384766,0.9999990463256836,24.270832061767578,139.1022186279297,0.9999985098838806,93.16134643554688,103.84463500976562,0.9999998807907104
251,158.9325714111328,33.85908508300781,1.0,183.18138122558594,92.03250885009766,1.0,148.38380432128906,75.19928741455078,1.0,110.70738220214844,67.61227416992188,0.9999741315841675,129.12835693359375,109.62076568603516,0.9999969601631165,24.804828643798828,139.48377990722656,0.9999989867210388,92.96025085449219,104.58265686035156,0.9999998807907104
252,164.0464324951172,39.043827056884766,1.0,179.3308563232422,100.8060531616211,1.0,149.73117065429688,75.50251007080078,0.9999998807907104,111.8241195678711,67.72847747802734,0.9999004602432251,130.4291229248047,110.80133819580078,0.9999963641166687,23.90253448486328,139.1304168701172,0.999997615814209,92.99219512939453,104.70506286621094,1.0
253,164.77130126953125,35.5272102355957,1.0,181.4627685546875,100.30298614501953,1.0,149.76852416992188,76.1339340209961,0.9999998211860657,112.52359771728516,67.8665771484375,0.9998888969421387,129.95098876953125,111.18130493164062,0.9999961853027344,24.321311950683594,137.120361328125,0.9999985694885254,93.09617614746094,104.63937377929688,1.0
254,165.60365295410156,35.976627349853516,1.0,183.61196899414062,101.55366516113281,1.0,150.43992614746094,76.91175842285156,0.9999998211860657,113.21898651123047,67.97614288330078,0.9999133348464966,130.62738037109375,111.3006820678711,0.9999948740005493,24.484798431396484,138.47091674804688,0.9999991655349731,94.84921264648438,103.4910659790039,1.0
255,171.56895446777344,40.96110534667969,0.9999998807907104,178.77383422851562,104.96685791015625,0.9999998807907104,150.3255157470703,80.10651397705078,0.9999998807907104,114.50579071044922,69.27973175048828,0.9998243451118469,129.47647094726562,112.6479263305664,0.9999970197677612,21.774404525756836,137.41806030273438,0.9999974966049194,92.648193359375,104.80485534667969,1.0
256,171.7122344970703,41.11378860473633,1.0,179.77587890625,106.7435073852539,0.9999999403953552,150.17311096191406,80.17359924316406,0.9999998211860657,114.24525451660156,69.12519073486328,0.999814510345459,129.16555786132812,112.49079895019531,0.9999962449073792,23.685009002685547,137.9365692138672,0.999997615814209,92.95145416259766,104.5833740234375,1.0
257,172.3910675048828,41.338069915771484,1.0,184.36302185058594,104.67132568359375,0.9999994039535522,151.1571502685547,80.25386810302734,0.9999996423721313,115.36268615722656,69.10079193115234,0.9998106956481934,130.46893310546875,111.96914672851562,0.9999951124191284,21.875398635864258,138.38050842285156,0.999997615814209,93.31230163574219,104.3185043334961,1.0
258,174.1406707763672,44.3468132019043,1.0,181.2315216064453,106.24198150634766,0.9999998807907104,150.26681518554688,81.47254180908203,0.9999998807907104,114.72992706298828,69.6072769165039,0.9997438192367554,129.21229553222656,112.94792175292969,0.9999955892562866,23.48401641845703,137.7093963623047,0.9999973773956299,92.60026550292969,104.67659759521484,1.0
259,175.22264099121094,45.7863883972168,1.0,179.2325439453125,104.69538879394531,1.0,151.86151123046875,81.03592681884766,0.9999998807907104,116.55011749267578,68.9482650756836,0.9997061491012573,129.8086395263672,112.29173278808594,0.9999908804893494,21.960472106933594,136.60684204101562,0.9999960660934448,93.34007263183594,103.66633605957031,1.0
260,175.12771606445312,46.6323127746582,1.0,177.81971740722656,105.21595001220703,1.0,151.63038635253906,81.1683578491211,0.9999998807907104,116.98365783691406,69.29132080078125,0.9996287822723389,129.58364868164062,112.61244201660156,0.9999884366989136,20.802980422973633,136.5269317626953,0.9999973773956299,93.25556945800781,103.58099365234375,1.0
261,174.97500610351562,47.56230163574219,1.0,177.72528076171875,104.93263244628906,1.0,151.14422607421875,81.73114013671875,0.9999998807907104,116.26226806640625,70.47599792480469,0.9996351003646851,129.33816528320312,113.6740493774414,0.9999949932098389,23.4127140045166,136.99024963378906,0.9999961853027344,93.25862884521484,104.87230682373047,1.0
262,175.30206298828125,50.212799072265625,0.9999999403953552,176.12298583984375,105.01512145996094,1.0,151.25209045410156,81.14657592773438,0.9999998807907104,116.23468017578125,69.97461700439453,0.9994152784347534,129.6065673828125,113.11823272705078,0.9999925494194031,21.437685012817383,137.30368041992188,0.9999983310699463,93.05220031738281,104.2471694946289,1.0
263,177.17288208007812,52.961177825927734,0.9999998807907104,178.25086975097656,115.04534149169922,1.0,152.21278381347656,83.0368423461914,0.9999994039535522,119.26123046875,70.13090515136719,0.9992191791534424,128.84078979492188,113.81673431396484,0.9999752640724182,24.155290603637695,136.19076538085938,0.999998152256012,94.61910247802734,103.23076629638672,1.0
264,177.2653045654297,55.98710250854492,0.9999997615814209,179.74871826171875,114.5225601196289,1.0,152.8738250732422,82.57289123535156,0.9999979734420776,118.3785171508789,70.0860595703125,0.9992342591285706,128.9638671875,114.20675659179688,0.9999794363975525,21.531511306762695,135.38633728027344,0.9999940991401672,92.96265411376953,104.93063354492188,1.0
265,178.3625030517578,58.821617126464844,0.9999990463256836,180.21823120117188,114.06653594970703,1.0,153.1500244140625,82.43600463867188,0.9999989867210388,118.52620697021484,69.91542053222656,0.999457836151123,129.33859252929688,114.17833709716797,0.9999843835830688,21.34417152404785,134.54530334472656,0.9999985694885254,94.7635269165039,103.05806732177734,1.0
266,175.29405212402344,42.84288787841797,1.0,182.83009338378906,100.50444030761719,1.0,152.1845703125,80.61849212646484,1.0,118.64383697509766,70.18671417236328,0.9997574090957642,129.9987335205078,112.88665008544922,0.9999955296516418,24.94068145751953,136.6099395751953,0.9999992847442627,93.36271667480469,104.67211151123047,1.0
267,165.1949005126953,38.76964569091797,1.0,182.49122619628906,90.90481567382812,1.0,153.3368682861328,78.01565551757812,1.0,115.62923431396484,70.30018615722656,0.9999545812606812,130.78016662597656,112.3404541015625,0.9999986886978149,21.487133026123047,137.79649353027344,0.9999967217445374,94.65157318115234,103.53422546386719,0.9999999403953552
268,155.3222198486328,35.3726806640625,1.0,183.3670654296875,82.5589599609375,1.0,151.74258422851562,74.58808898925781,0.9999999403953552,112.89657592773438,68.89741516113281,0.9999827146530151,132.2587890625,110.54253387451172,0.9999988079071045,25.02729606628418,137.914794921875,0.9999991655349731,93.4971923828125,104.69880676269531,0.9999998807907104
269,154.8149871826172,32.46873092651367,0.9999998211860657,192.2725067138672,80.98258209228516,0.9999979734420776,150.69561767578125,73.7148208618164,0.9999992251396179,111.67058563232422,67.5567398071289,0.9999417662620544,131.8147735595703,109.41767883300781,0.9999970197677612,25.096023559570312,138.5869140625,0.9999992251396179,93.81770324707031,104.20867919921875,0.9999998211860657
270,149.05941772460938,28.961959838867188,0.9999974966049194,191.75071716308594,70.516357421875,0.9999982118606567,148.88836669921875,69.92577362060547,0.9999986886978149,110.04955291748047,68.64727783203125,0.9999138116836548,134.87925720214844,105.62106323242188,0.9999163150787354,26.70252799987793,140.18881225585938,0.9999990463256836,97.0218276977539,103.46492767333984,0.9999998807907104
271,143.56704711914062,25.027528762817383,1.0,185.6340789794922,63.48646926879883,1.0,150.4793701171875,67.1121597290039,1.0,111.30487060546875,68.10749053955078,0.9999988079071045,135.57473754882812,103.4120864868164,0.9999986886978149,27.032245635986328,139.43121337890625,0.9999997615814209,97.1676254272461,102.60501098632812,1.0
272,143.2515106201172,26.801162719726562,1.0,183.53585815429688,64.110595703125,1.0,149.71116638183594,66.60325622558594,1.0,108.7879638671875,67.74541473388672,0.9999992251396179,134.4168243408203,103.25041961669922,0.9999991655349731,25.88985824584961,139.14849853515625,0.9999998807907104,94.56415557861328,104.4405746459961,0.9999999403953552
273,146.8731689453125,30.280174255371094,0.9999997615814209,191.7275390625,68.41516876220703,0.9999983310699463,147.2935333251953,66.0863265991211,0.9999957084655762,107.86781311035156,66.97343444824219,0.9998351335525513,134.92379760742188,103.44670104980469,0.9999758005142212,26.555545806884766,135.53353881835938,0.9999999403953552,93.9719009399414,103.22689819335938,1.0
274,152.7550048828125,24.493770599365234,0.9999977350234985,192.3647918701172,74.73698425292969,0.9999980926513672,148.47537231445312,67.88450622558594,0.9999997019767761,112.06219482421875,65.31538391113281,0.9997934699058533,135.64039611816406,106.49346160888672,0.9999182224273682,25.4798583984375,139.8483428955078,0.9999999403953552,97.01560974121094,102.70231628417969,0.9999997615814209
275,163.6466522216797,32.3057861328125,1.0,186.36972045898438,89.34032440185547,0.9999998211860657,151.68975830078125,71.88526153564453,0.9999999403953552,114.01759338378906,66.24108123779297,0.9999815225601196,133.0321502685547,109.57465362548828,0.9999535083770752,25.54580307006836,136.0501708984375,0.9999998807907104,96.89575958251953,102.88311004638672,0.9999998807907104
276,173.73207092285156,38.306427001953125,0.9999998807907104,179.9906768798828,97.81647491455078,1.0,151.78701782226562,77.16536712646484,0.9999998807907104,116.22354125976562,64.69438171386719,0.9999352693557739,129.3664093017578,112.34085845947266,0.9998446702957153,23.475933074951172,134.4587860107422,0.9999998807907104,94.5182876586914,102.99152374267578,0.9999998807907104
277,177.6480255126953,47.39881134033203,0.9999856352806091,188.39500427246094,103.4290771484375,0.9999998807907104,153.69705200195312,79.4273452758789,0.9999996423721313,121.32769775390625,65.26649475097656,0.9991486072540283,130.02735900878906,113.70481872558594,0.9999397993087769,20.013240814208984,131.99826049804688,1.0,95.00096130371094,102.5125503540039,0.9999998807907104
278,176.9295196533203,49.742828369140625,0.9999998807907104,186.13742065429688,103.78093719482422,1.0,152.73867797851562,79.67108154296875,0.9999996423721313,123.04527282714844,64.89976501464844,0.9978768825531006,125.34834289550781,111.94357299804688,0.9993220567703247,20.11089515686035,131.935791015625,1.0,93.78632354736328,101.1791763305664,1.0
279,171.5363311767578,42.20383071899414,1.0,184.468017578125,91.58155059814453,1.0,152.78482055664062,76.98489379882812,1.0,121.46000671386719,65.15043640136719,0.9996353387832642,127.38624572753906,111.75227355957031,0.9997161626815796,19.079587936401367,133.49594116210938,0.9999999403953552,93.92902374267578,101.95077514648438,1.0
280,164.1472625732422,35.71370315551758,1.0,182.539306640625,82.43951416015625,1.0,150.75115966796875,74.79745483398438,1.0,114.31117248535156,63.03227233886719,0.9999352693557739,128.1566619873047,107.44071960449219,0.9999923706054688,18.322294235229492,133.25225830078125,0.9999999403953552,92.44181060791016,100.86869812011719,1.0
281,157.68016052246094,29.924989700317383,1.0,183.7482452392578,78.25652313232422,1.0,149.9234619140625,73.15007019042969,1.0,112.79814910888672,64.0478744506836,0.9999685287475586,129.34230041503906,107.80555725097656,0.9999991655349731,20.581653594970703,135.794677734375,0.9999984502792358,92.64338684082031,101.62226867675781,1.0
282,153.06500244140625,32.69342803955078,0.9999986886978149,191.61436462402344,77.64131927490234,0.9999996423721313,149.4038543701172,72.25675201416016,0.9999998807907104,111.2726058959961,66.39942932128906,0.9998642206192017,132.21607971191406,108.54461669921875,0.9999980926513672,21.943523406982422,137.35122680664062,0.9999899864196777,94.02197265625,103.3726577758789,0.9999999403953552
283,144.82833862304688,29.564292907714844,1.0,191.301025390625,67.4095687866211,0.9999996423721313,147.88412475585938,67.54426574707031,0.9999988079071045,108.69087219238281,68.25273895263672,0.9999275803565979,135.2781219482422,104.59053039550781,0.9999871253967285,26.525970458984375,141.68032836914062,0.9999995231628418,96.18301391601562,102.76636505126953,0.9999999403953552
284,149.21273803710938,25.733190536499023,0.9999983310699463,187.00816345214844,66.7428970336914,0.9999999403953552,147.99456787109375,67.2715072631836,0.9999994039535522,110.89634704589844,64.6755599975586,0.9997259974479675,134.177734375,104.7616958618164,0.999988853931427,24.072317123413086,141.06503295898438,0.9999954700469971,93.974365234375,102.98725128173828,1.0
285,154.1229248046875,29.24480628967285,0.9999948143959045,189.8755340576172,68.07369995117188,0.9999986886978149,149.9801788330078,66.98834228515625,0.9999996423721313,112.66840362548828,64.27592468261719,0.9997569918632507,134.65744018554688,104.58985137939453,0.9999755024909973,22.824148178100586,137.95372009277344,0.9999998211860657,94.229736328125,102.08792877197266,1.0
286,166.62261962890625,28.63367462158203,1.0,185.0161590576172,80.19120788574219,1.0,150.57989501953125,70.1212387084961,1.0,109.33769989013672,63.23845672607422,0.9995262622833252,131.19798278808594,106.59625244140625,0.9999973773956299,20.291284561157227,139.62660217285156,1.0,94.40282440185547,102.52098083496094,0.9999999403953552
287,167.07237243652344,33.03908920288086,1.0,191.54962158203125,85.53337097167969,1.0,150.96954345703125,71.60501098632812,1.0,117.26927947998047,61.62620544433594,0.9996289014816284,130.63961791992188,106.9336166381836,0.9999841451644897,19.397565841674805,137.36456298828125,1.0,94.12528991699219,101.74876403808594,1.0
288,151.4554901123047,23.816465377807617,1.0,181.97415161132812,64.7153091430664,1.0,148.0862579345703,63.244171142578125,1.0,109.53216552734375,65.18508911132812,0.9999939203262329,133.64260864257812,101.78143310546875,0.9999992251396179,28.46338653564453,144.6443328857422,1.0,95.20936584472656,103.35303497314453,0.9999998807907104
289,138.47247314453125,19.395681381225586,1.0,175.93153381347656,51.300479888916016,1.0,146.7768096923828,56.226593017578125,1.0,105.79119873046875,64.60523986816406,1.0,133.8360595703125,98.33879852294922,1.0,27.00676727294922,147.2384033203125,1.0,95.76948547363281,100.5770263671875,0.9999999403953552
290,139.07765197753906,17.51378631591797,1.0,175.75538635253906,50.05841827392578,1.0,143.64453125,57.7608528137207,1.0,103.75352478027344,64.17536926269531,0.9999998807907104,132.91331481933594,97.66764831542969,0.9999998807907104,28.740188598632812,144.46429443359375,0.9999998211860657,93.59097290039062,101.99727630615234,0.9999998807907104
291,146.42079162597656,23.20478630065918,1.0,186.00282287597656,61.01777267456055,1.0,145.55596923828125,61.46589279174805,0.9999998807907104,102.98501586914062,68.24808502197266,0.999808669090271,134.51611328125,102.84713745117188,0.9999974966049194,29.918636322021484,148.73751831054688,1.0,96.84371948242188,104.01312255859375,0.9999999403953552
292,150.0516815185547,26.33925437927246,1.0,184.75938415527344,68.57843017578125,1.0,145.83462524414062,61.858482360839844,0.9999998211860657,104.80045318603516,65.59984588623047,0.9999324679374695,135.40109252929688,102.36051177978516,0.9999997615814209,30.27041244506836,147.10546875,1.0,96.91173553466797,102.86503601074219,1.0
293,152.36669921875,27.421655654907227,1.0,189.1981964111328,69.41485595703125,1.0,147.48902893066406,61.97840881347656,1.0,105.2347412109375,63.718387603759766,0.9997885823249817,134.6461944580078,101.6468505859375,0.9999994039535522,29.436565399169922,146.6498565673828,1.0,96.65302276611328,101.72811889648438,1.0
294,159.50582885742188,23.164514541625977,1.0,181.9623260498047,75.98019409179688,1.0,148.56349182128906,65.80362701416016,1.0,110.52317810058594,61.15155792236328,0.9999821186065674,130.48715209960938,104.79682159423828,1.0,30.38241958618164,150.36471557617188,0.9999998807907104,94.12096405029297,104.63357543945312,0.9999998807907104
295,172.66160583496094,31.728593826293945,1.0,182.39688110351562,88.84143829345703,1.0,150.83238220214844,70.6766357421875,1.0,114.24542999267578,62.33816909790039,0.9988691806793213,131.17388916015625,106.61963653564453,0.9999896287918091,29.452255249023438,145.06552124023438,0.9999992847442627,97.12800598144531,102.06723022460938,1.0
296,171.8898468017578,28.48934555053711,1.0,186.86380004882812,85.02702331542969,1.0,152.07676696777344,68.39897155761719,1.0,114.59492492675781,61.49356460571289,0.9989268779754639,133.2767791748047,105.05757141113281,0.9999961853027344,29.289836883544922,144.70448303222656,0.9999996423721313,98.7465591430664,101.7155532836914,1.0
297,153.02532958984375,15.806282997131348,0.9999997019767761,189.8971710205078,61.338645935058594,0.9999991655349731,146.3109588623047,57.09611892700195,0.9999986886978149,106.7301254272461,61.12788009643555,0.9996296167373657,135.22378540039062,97.71402740478516,0.9999842643737793,37.634925842285156,149.94259643554688,1.0,97.72151184082031,100.78965759277344,0.9999999403953552
298,147.85096740722656,20.9699764251709,1.0,182.75343322753906,59.569759368896484,1.0,147.34303283691406,58.017173767089844,1.0,107.58280944824219,62.80351257324219,1.0,135.5865020751953,100.33511352539062,1.0,34.8962287902832,151.2722625732422,1.0,100.3078842163086,102.65283203125,1.0
299,149.42938232421875,14.496559143066406,1.0,189.47938537597656,58.84496307373047,0.9999998211860657,145.44500732421875,56.61054229736328,0.9999966025352478,106.19110107421875,59.58395004272461,0.9997311234474182,134.6260528564453,98.27886962890625,0.9999953508377075,36.61186599731445,152.25137329101562,1.0,97.33735656738281,103.93778228759766,1.0
300,137.13931274414062,13.31229305267334,1.0,185.66448974609375,55.06887435913086,0.9999999403953552,144.60227966308594,54.31430435180664,0.9999970197677612,101.10834503173828,64.27976989746094,0.9998995065689087,133.6653289794922,96.3132553100586,0.9999983310699463,35.658878326416016,155.63162231445312,1.0,95.36151123046875,103.23809051513672,1.0
301,118.52047729492188,10.973536491394043,1.0,170.83546447753906,34.02301025390625,1.0,137.09483337402344,48.717491149902344,1.0,98.25826263427734,66.09889221191406,0.9999215602874756,132.39707946777344,90.99075317382812,0.999998927116394,41.02103805541992,158.49913024902344,1.0,94.30699920654297,104.24027252197266,1.0
302,123.18006896972656,15.171147346496582,1.0,169.103271484375,34.55723571777344,1.0,137.19522094726562,50.05287170410156,1.0,97.09674072265625,67.26351165771484,0.9999282956123352,132.77076721191406,92.68850708007812,0.9999991655349731,39.90018844604492,160.125244140625,1.0,94.1644058227539,105.53681182861328,1.0
303,124.01468658447266,10.631814956665039,1.0,170.34669494628906,38.080448150634766,1.0,137.65768432617188,50.74753189086914,0.9999998211860657,97.72006225585938,67.19880676269531,0.999748706817627,132.9633026123047,93.49134826660156,0.9999991655349731,38.937843322753906,159.6797332763672,1.0,95.41435241699219,102.70606994628906,0.9999999403953552
304,139.8570098876953,15.810097694396973,0.9999994039535522,182.54910278320312,58.548622131347656,0.9999998211860657,139.38369750976562,53.50343704223633,0.9999967217445374,100.71721649169922,64.80403900146484,0.9986488819122314,133.2452392578125,95.40221405029297,0.999998927116394,37.356201171875,156.7824249267578,1.0,95.53216552734375,103.71275329589844,0.9999998807907104
305,152.37110900878906,24.58225440979004,0.9999914765357971,183.93971252441406,72.97066497802734,1.0,143.13917541503906,60.83332061767578,0.9999999403953552,100.93143463134766,65.83332061767578,0.9968892335891724,131.19207763671875,101.43628692626953,0.9999986886978149,34.2683219909668,157.8959197998047,1.0,94.97193908691406,103.76394653320312,0.9999998807907104
306,153.16537475585938,21.151430130004883,0.9999998807907104,181.178466796875,71.1292495727539,1.0,145.78932189941406,62.17230224609375,1.0,102.31218719482422,68.12845611572266,0.9960082769393921,131.68690490722656,104.64753723144531,0.9999986886978149,34.85968780517578,155.15647888183594,1.0,96.699462890625,104.59410095214844,1.0
307,151.11460876464844,19.065654754638672,1.0,179.33428955078125,64.41671752929688,1.0,143.2978057861328,59.88474655151367,1.0,102.54882049560547,65.98321533203125,0.9999427795410156,130.08322143554688,102.71866607666016,0.9999998807907104,34.43962097167969,156.9357452392578,1.0,95.5399398803711,104.78205871582031,1.0
308,149.8376922607422,16.810909271240234,1.0,183.43812561035156,63.35041809082031,1.0,143.95957946777344,59.889892578125,1.0,103.24414825439453,62.37685775756836,0.9998905658721924,129.58534240722656,102.71570587158203,1.0,34.82532501220703,154.61024475097656,1.0,95.12701416015625,104.4634017944336,1.0
309,115.66981506347656,13.082921981811523,1.0,172.68142700195312,40.08561325073242,1.0,133.7374725341797,50.525390625,1.0,101.0501937866211,62.148277282714844,1.0,127.01129150390625,92.40036010742188,1.0,37.239017486572266,159.2162628173828,1.0,92.47327423095703,104.01756286621094,1.0
310,105.86341857910156,14.426408767700195,1.0,165.73052978515625,27.281761169433594,1.0,127.9440689086914,45.270931243896484,1.0,93.93218231201172,65.12701416015625,1.0,126.73222351074219,89.81442260742188,1.0,42.472740173339844,161.85227966308594,0.9999994039535522,90.86416625976562,103.36383819580078,0.9999998807907104
311,101.00108337402344,15.116718292236328,0.9998577237129211,158.0208282470703,19.488155364990234,1.0,124.33104705810547,47.05813980102539,0.9999997019767761,91.33187866210938,67.38548278808594,0.9999392032623291,126.27632904052734,89.4942855834961,0.9999974370002747,51.060611724853516,166.5277557373047,0.9999973773956299,93.30950164794922,103.83826446533203,1.0
312,100.63911437988281,8.892136573791504,0.9997445344924927,150.34727478027344,22.62684440612793,1.0,122.74783325195312,46.24263000488281,0.9999998807907104,90.40303802490234,66.56619262695312,0.9999313354492188,125.83000946044922,89.92044067382812,0.9999983310699463,51.02975082397461,168.1756591796875,0.9999963045120239,93.08330535888672,104.0572738647461,0.9999998807907104
